institution,rank_2025,cycle,party,total
Dayton,136,2026,REP,7000.0
Delaware,86,2000,DEM,9650.0
Delaware,86,2000,REP,2550.0
Delaware,86,2002,DEM,850.0
Delaware,86,2002,REP,1650.0
Delaware,86,2004,DEM,5827.0
Delaware,86,2004,REP,2350.0
Delaware,86,2006,DEM,4980.0
Delaware,86,2006,REP,5150.0
Delaware,86,2008,DEM,9145.0
Delaware,86,2008,REP,3000.0
Delaware,86,2010,DEM,40443.0
Delaware,86,2010,REP,2760.0
Delaware,86,2012,DEM,26769.5
Delaware,86,2012,REP,1000.0
Delaware,86,2014,DEM,18033.0
Delaware,86,2014,REP,500.0
Delaware,86,2016,DEM,31993.629999999997
Delaware,86,2016,REP,2500.0
Delaware,86,2018,DEM,30172.5
Delaware,86,2018,REP,2425.0
Delaware,86,2020,DEM,124605.13
Delaware,86,2020,REP,4075.67
Delaware,86,2022,DEM,92537.70999999999
Delaware,86,2022,REP,579.0
Delaware,86,2024,DEM,84561.8
Delaware,86,2024,REP,525.63
Delaware,86,2026,DEM,17569.309999999998
Delaware,86,2026,REP,110.0
Denver,121,2000,DEM,2700.0
Denver,121,2002,DEM,250.0
Denver,121,2004,DEM,7804.0
Denver,121,2004,REP,40200.0
Denver,121,2006,DEM,5030.0
Denver,121,2006,REP,4600.0
Denver,121,2008,DEM,2723.67
Denver,121,2008,REP,2850.0
Denver,121,2010,DEM,22305.0
Denver,121,2010,REP,460.0
Denver,121,2012,DEM,8447.12
Denver,121,2012,REP,325.0
Denver,121,2014,DEM,6807.4400000000005
Denver,121,2014,REP,300.0
Denver,121,2016,DEM,24867.29
Denver,121,2016,REP,2858.0
Denver,121,2018,DEM,48903.0
Denver,121,2018,REP,219.75
Denver,121,2020,DEM,171187.67
Denver,121,2020,REP,1400.0
Denver,121,2022,DEM,93738.54000000001
Denver,121,2024,DEM,49554.19
Denver,121,2024,REP,370.0
Denver,121,2026,DEM,13250.25
Denver,121,2026,REP,560.0
Drexel,86,2002,DEM,500.0
Drexel,86,2002,REP,600.0
Drexel,86,2004,DEM,7902.0
Drexel,86,2004,REP,3562.8
Drexel,86,2006,DEM,28750.0
Drexel,86,2006,REP,330.0
Drexel,86,2008,DEM,7744.4
Drexel,86,2008,REP,4165.0
Drexel,86,2010,DEM,22500.0
Drexel,86,2010,REP,4520.0
Drexel,86,2012,DEM,26659.77
Drexel,86,2012,REP,1150.0
Drexel,86,2014,DEM,8589.34
Drexel,86,2014,REP,470.0
Drexel,86,2016,DEM,42261.25
Drexel,86,2016,REP,1830.0
Drexel,86,2018,DEM,63733.04
Drexel,86,2018,REP,1120.02
Drexel,86,2020,DEM,85556.84
Drexel,86,2020,REP,2690.0
Drexel,86,2022,DEM,47289.54
Drexel,86,2022,REP,1200.0
Drexel,86,2024,DEM,47650.93
Drexel,86,2024,REP,104.1
Drexel,86,2026,DEM,7390.6
Drexel,86,2026,REP,600.0
Duke,6,2000,DEM,14693.0
Duke,6,2000,REP,250.0
Duke,6,2002,DEM,21144.0
Duke,6,2002,REP,4320.0
Duke,6,2004,DEM,84752.0
Duke,6,2004,REP,22856.0
Duke,6,2006,DEM,55535.6
Duke,6,2006,REP,28141.0
Duke,6,2008,DEM,82386.65
Duke,6,2008,REP,31771.0
Duke,6,2010,DEM,90966.52
Duke,6,2010,REP,19535.0
Duke,6,2012,DEM,112565.38
Duke,6,2012,REP,27771.0
Duke,6,2014,DEM,74009.08
Duke,6,2014,REP,19225.0
Duke,6,2016,DEM,165358.15
Duke,6,2016,REP,7029.0
Duke,6,2018,DEM,279708.18
Duke,6,2018,REP,6127.5
Duke,6,2020,DEM,623682.69
Duke,6,2020,REP,19279.89
Duke,6,2022,DEM,674615.48
Duke,6,2022,REP,22460.03
Duke,6,2024,DEM,410240.2
Duke,6,2024,REP,8161.9400000000005
Duke,6,2026,DEM,351535.4
Duke,6,2026,REP,2994.81
Elon,121,2006,DEM,175.0
Elon,121,2008,DEM,200.0
Elon,121,2010,DEM,1130.0
Elon,121,2012,DEM,1140.0
Elon,121,2014,DEM,925.0
Elon,121,2014,REP,305.0
Elon,121,2016,DEM,898.0
Elon,121,2018,DEM,1966.0
Elon,121,2018,REP,50.0
Elon,121,2020,DEM,3986.28
Elon,121,2020,REP,85.0
Elon,121,2022,DEM,5636.05
Elon,121,2024,DEM,2050.0
Elon,121,2026,DEM,2600.0
Emory,24,2000,DEM,3200.0
Emory,24,2000,REP,40000.0
Emory,24,2002,DEM,12225.0
Emory,24,2002,REP,1250.0
Emory,24,2004,DEM,93546.0
Emory,24,2004,REP,5613.0
Emory,24,2006,DEM,58252.5
Emory,24,2006,REP,3350.0
Emory,24,2008,DEM,138372.5
Emory,24,2008,REP,7405.0
Emory,24,2010,DEM,65764.5
Emory,24,2010,REP,6402.0
Emory,24,2012,DEM,133690.89
Emory,24,2012,REP,5890.0
Emory,24,2014,DEM,123483.07
Emory,24,2014,REP,16481.0
Emory,24,2016,DEM,228730.22
Emory,24,2016,REP,1915.74
Emory,24,2018,DEM,239635.81
Emory,24,2018,REP,5785.0
Emory,24,2020,DEM,785985.43
Emory,24,2020,REP,23477.28
Emory,24,2022,DEM,700304.42
Emory,24,2022,REP,6780.0
Emory,24,2024,DEM,550863.33
Emory,24,2024,REP,11968.97
Emory,24,2026,DEM,269886.1
Emory,24,2026,REP,7843.86
Fairfield,132,2000,DEM,500.0
Fairfield,132,2002,DEM,250.0
Fairfield,132,2004,DEM,250.0
Fairfield,132,2006,DEM,415.0
Fairfield,132,2008,DEM,1315.0
Fairfield,132,2010,DEM,800.0
Fairfield,132,2012,DEM,1550.0
Fairfield,132,2016,DEM,3140.13
Fairfield,132,2018,DEM,1979.0
Fairfield,132,2020,DEM,42456.479999999996
Fairfield,132,2020,REP,350.0
Fairfield,132,2022,DEM,5964.95
Fairfield,132,2022,REP,125.0
Fairfield,132,2024,DEM,4761.32
Fairfield,132,2024,REP,593.49
Fairfield,132,2026,DEM,1694.85
Fla International,98,2004,DEM,1250.0
Fla International,98,2006,DEM,5125.0
Fla International,98,2008,DEM,3970.0
Fla International,98,2008,REP,450.0
Fla International,98,2010,DEM,6412.0
Fla International,98,2010,REP,5450.0
Fla International,98,2012,DEM,8490.33
Fla International,98,2012,REP,3750.0
Fla International,98,2014,DEM,39115.0
Fla International,98,2014,REP,250.0
Fla International,98,2016,DEM,9535.82
Fla International,98,2016,REP,6442.38
Fla International,98,2018,DEM,9524.0
Fla International,98,2018,REP,5425.0
Fla International,98,2020,DEM,43982.93
Fla International,98,2020,REP,7950.0
Fla International,98,2022,DEM,33170.5
Fla International,98,2022,REP,5087.0
Fla International,98,2024,DEM,10515.0
Fla International,98,2024,REP,17758.73
Fla International,98,2026,DEM,10068.0
Fla International,98,2026,REP,1480.82
Florida,30,2000,DEM,2600.0
Florida,30,2000,REP,12200.0
Florida,30,2002,DEM,1140.0
Florida,30,2002,REP,6350.0
Florida,30,2004,DEM,6465.0
Florida,30,2004,REP,7575.0
Florida,30,2006,DEM,11788.48
Florida,30,2006,REP,5260.0
Florida,30,2008,DEM,15353.119999999999
Florida,30,2008,REP,17686.0
Florida,30,2010,DEM,16790.0
Florida,30,2010,REP,10550.0
Florida,30,2012,DEM,34896.31
Florida,30,2012,REP,9814.53
Florida,30,2014,DEM,58353.58
Florida,30,2014,REP,6212.0
Florida,30,2016,DEM,102218.84
Florida,30,2016,REP,6442.2
Florida,30,2018,DEM,109396.48
Florida,30,2018,REP,18566.0
Florida,30,2020,DEM,294500.27999999997
Florida,30,2020,REP,53899.17
Florida,30,2022,DEM,152051.35
Florida,30,2022,REP,41943.93
Florida,30,2024,DEM,382947.36
Florida,30,2024,REP,27276.54
Florida,30,2026,DEM,37036.83
Florida,30,2026,REP,1766.98
Florida St,54,2000,DEM,1000.0
Florida St,54,2000,REP,7850.0
Florida St,54,2002,DEM,800.0
Florida St,54,2002,REP,5350.0
Florida St,54,2004,DEM,33900.0
Florida St,54,2004,REP,4350.0
Florida St,54,2006,DEM,5235.0
Florida St,54,2006,REP,5555.0
Florida St,54,2008,DEM,1786.0
Florida St,54,2008,REP,8180.0
Florida St,54,2010,DEM,8320.0
Florida St,54,2010,REP,7400.0
Florida St,54,2012,DEM,13992.1
Florida St,54,2012,REP,4100.0
Florida St,54,2014,DEM,11865.5
Florida St,54,2014,REP,5290.0
Florida St,54,2016,DEM,24237.46
Florida St,54,2016,REP,9283.0
Florida St,54,2018,DEM,18088.28
Florida St,54,2018,REP,1550.0
Florida St,54,2020,DEM,47277.87
Florida St,54,2020,REP,2013.84
Florida St,54,2022,DEM,22143.67
Florida St,54,2022,REP,2965.0
Florida St,54,2024,DEM,16467.43
Florida St,54,2024,REP,3780.81
Florida St,54,2026,DEM,15502.67
Florida St,54,2026,REP,11100.0
Fordham,91,2000,DEM,4460.0
Fordham,91,2000,REP,1000.0
Fordham,91,2002,DEM,1700.0
Fordham,91,2004,DEM,20185.0
Fordham,91,2006,DEM,11282.0
Fordham,91,2008,DEM,10032.0
Fordham,91,2008,REP,3250.0
Fordham,91,2010,DEM,18640.0
Fordham,91,2010,REP,100.0
Fordham,91,2012,DEM,40160.24
Fordham,91,2012,REP,1000.0
Fordham,91,2014,DEM,19125.0
Fordham,91,2014,REP,200.0
Fordham,91,2016,DEM,71298.2
Fordham,91,2016,REP,2250.0
Fordham,91,2018,DEM,34043.67
Fordham,91,2018,REP,3465.75
Fordham,91,2020,DEM,149460.0
Fordham,91,2020,REP,8617.26
Fordham,91,2022,DEM,81291.01
Fordham,91,2022,REP,8574.25
Fordham,91,2024,DEM,46834.08
Fordham,91,2024,REP,16510.24
Fordham,91,2026,DEM,32701.5
Fordham,91,2026,REP,5549.95
George Mason,109,2000,DEM,500.0
George Mason,109,2000,REP,750.0
George Mason,109,2002,DEM,2100.0
George Mason,109,2002,REP,500.0
George Mason,109,2004,DEM,21820.0
George Mason,109,2004,REP,1480.0
George Mason,109,2006,DEM,9244.01
George Mason,109,2006,REP,430.0
George Mason,109,2008,DEM,14741.0
George Mason,109,2008,REP,3521.0
George Mason,109,2010,DEM,18582.0
George Mason,109,2010,REP,2759.4
George Mason,109,2012,DEM,44943.44
George Mason,109,2012,REP,2700.0
George Mason,109,2014,DEM,12410.0
George Mason,109,2014,REP,1400.0
George Mason,109,2016,DEM,24343.56
George Mason,109,2016,REP,225.0
George Mason,109,2018,DEM,52728.0
George Mason,109,2018,REP,7423.5
George Mason,109,2020,DEM,107345.44
George Mason,109,2020,REP,12696.28
George Mason,109,2022,DEM,125451.66
George Mason,109,2022,REP,10867.720000000001
George Mason,109,2024,DEM,83308.48
George Mason,109,2024,REP,15870.85
George Mason,109,2026,DEM,117194.0
George Mason,109,2026,REP,600.0
George Washington,63,2000,DEM,2000.0
George Washington,63,2000,REP,2500.0
George Washington,63,2002,DEM,2550.0
George Washington,63,2002,REP,10190.0
George Washington,63,2004,DEM,29749.0
George Washington,63,2004,REP,2896.0
George Washington,63,2006,DEM,24680.16
George Washington,63,2006,REP,4610.0
George Washington,63,2008,DEM,70283.44
George Washington,63,2008,REP,12581.0
George Washington,63,2010,DEM,35169.0
George Washington,63,2010,REP,5661.8
George Washington,63,2012,DEM,57732.22
George Washington,63,2012,REP,9347.0
George Washington,63,2014,DEM,38560.56
George Washington,63,2014,REP,7423.0
George Washington,63,2016,DEM,80196.44
George Washington,63,2016,REP,6163.25
George Washington,63,2018,DEM,59192.369999999995
George Washington,63,2018,REP,8892.14
George Washington,63,2020,DEM,195081.22
George Washington,63,2020,REP,4660.87
George Washington,63,2022,DEM,139728.83000000002
George Washington,63,2022,REP,3149.0
George Washington,63,2024,DEM,138812.07
George Washington,63,2024,REP,7320.4
George Washington,63,2026,DEM,82535.1
George Washington,63,2026,REP,55.86
Georgetown,24,2000,DEM,3472.0
Georgetown,24,2000,REP,4500.0
Georgetown,24,2002,DEM,10000.0
Georgetown,24,2002,REP,3500.0
Georgetown,24,2004,DEM,85951.7
Georgetown,24,2004,REP,9001.0
Georgetown,24,2006,DEM,53002.7
Georgetown,24,2006,REP,2001.0
Georgetown,24,2008,DEM,61704.98
Georgetown,24,2008,REP,18160.0
Georgetown,24,2010,DEM,53222.5
Georgetown,24,2010,REP,4884.0
Georgetown,24,2012,DEM,188057.91999999998
Georgetown,24,2012,REP,30821.0
Georgetown,24,2014,DEM,67911.18
Georgetown,24,2014,REP,13245.0
Georgetown,24,2016,DEM,143103.9
Georgetown,24,2016,REP,10750.0
Georgetown,24,2018,DEM,185452.02
Georgetown,24,2018,REP,11751.0
Georgetown,24,2020,DEM,452095.97
Georgetown,24,2020,REP,21176.75
Georgetown,24,2022,DEM,310365.3
Georgetown,24,2022,REP,13388.369999999999
Georgetown,24,2024,DEM,366136.88
Georgetown,24,2024,REP,-266.79999999999995
Georgetown,24,2026,DEM,111900.62
Georgia,46,2000,DEM,3050.0
Georgia,46,2002,DEM,5500.0
Georgia,46,2002,REP,450.0
Georgia,46,2004,DEM,5149.0
Georgia,46,2004,REP,4618.0
Georgia,46,2006,DEM,5755.01
Georgia,46,2006,REP,5425.0
Georgia,46,2008,DEM,12989.0
Georgia,46,2008,REP,9275.0
Georgia,46,2010,DEM,12118.58
Georgia,46,2010,REP,8181.0
Georgia,46,2012,DEM,17486.0
Georgia,46,2012,REP,11601.0
Georgia,46,2014,DEM,9860.130000000001
Georgia,46,2014,REP,6024.0
Georgia,46,2016,DEM,22489.4
Georgia,46,2016,REP,5430.0
Georgia,46,2018,DEM,22875.0
Georgia,46,2018,REP,5360.0
Georgia,46,2020,DEM,89537.83
Georgia,46,2020,REP,12523.439999999999
Georgia,46,2022,DEM,62192.0
Georgia,46,2022,REP,2930.75
Georgia,46,2024,DEM,74533.33
Georgia,46,2024,REP,5749.02
Georgia,46,2026,DEM,27030.61
Georgia,46,2026,REP,7237.36
Georgia Tech,33,2004,DEM,775.0
Georgia Tech,33,2004,REP,500.0
Georgia Tech,33,2006,DEM,950.0
Georgia Tech,33,2008,DEM,1900.0
Georgia Tech,33,2010,DEM,1385.0
Georgia Tech,33,2010,REP,250.0
Georgia Tech,33,2012,DEM,3549.07
Georgia Tech,33,2012,REP,7851.0
Georgia Tech,33,2014,DEM,7360.0
Georgia Tech,33,2014,REP,32750.0
Georgia Tech,33,2016,DEM,10603.65
Georgia Tech,33,2016,REP,1100.0
Georgia Tech,33,2018,DEM,8808.99
Georgia Tech,33,2020,DEM,40262.72
Georgia Tech,33,2020,REP,262.5
Georgia Tech,33,2022,DEM,20389.75
Georgia Tech,33,2022,REP,211.25
Georgia Tech,33,2024,DEM,15528.33
Georgia Tech,33,2024,REP,826.01
Georgia Tech,33,2026,DEM,7458.0
Gonzaga,98,2000,DEM,600.0
Gonzaga,98,2002,DEM,250.0
Gonzaga,98,2004,DEM,700.0
Gonzaga,98,2006,DEM,2650.0
Gonzaga,98,2006,REP,7500.0
Gonzaga,98,2008,DEM,18450.0
Gonzaga,98,2008,REP,250.0
Gonzaga,98,2010,DEM,650.0
Gonzaga,98,2010,REP,411.0
Gonzaga,98,2012,DEM,500.0
Gonzaga,98,2012,REP,1215.5
Gonzaga,98,2014,DEM,1354.0
Gonzaga,98,2014,REP,2005.0
Gonzaga,98,2016,DEM,5009.139999999999
Gonzaga,98,2016,REP,335.0
Gonzaga,98,2018,DEM,1075.0
Gonzaga,98,2018,REP,1500.0
Gonzaga,98,2020,DEM,5798.18
Gonzaga,98,2020,REP,100.0
Gonzaga,98,2022,DEM,2846.5
Gonzaga,98,2022,REP,250.0
Gonzaga,98,2024,DEM,2856.4700000000003
Gonzaga,98,2026,DEM,3303.0
Harvard,3,2000,DEM,40395.0
Harvard,3,2000,REP,2000.0
Harvard,3,2002,DEM,16800.0
Harvard,3,2002,REP,1050.0
Harvard,3,2004,DEM,188507.5
Harvard,3,2004,REP,6025.0
Harvard,3,2006,DEM,176237.7
Harvard,3,2006,REP,15786.0
Harvard,3,2008,DEM,408146.10000000003
Harvard,3,2008,REP,10150.0
Harvard,3,2010,DEM,335896.21
Harvard,3,2010,REP,2427.0
Harvard,3,2012,DEM,841533.49
Harvard,3,2012,REP,129435.0
Harvard,3,2014,DEM,418009.5
Harvard,3,2014,REP,25685.0
Harvard,3,2016,DEM,609404.9199999999
Harvard,3,2016,REP,8334.0
Harvard,3,2018,DEM,564996.33
Harvard,3,2018,REP,30650.5
Harvard,3,2020,DEM,1316096.12
Harvard,3,2020,REP,11736.5
Harvard,3,2022,DEM,668604.35
Harvard,3,2022,REP,8125.0
Harvard,3,2024,DEM,1063851.1300000001
Harvard,3,2024,REP,61724.7
Harvard,3,2026,DEM,393612.19
Harvard,3,2026,REP,17510.28
Houston,144,2000,DEM,1940.0
Houston,144,2000,REP,500.0
Houston,144,2002,DEM,750.0
Houston,144,2002,REP,1050.0
Houston,144,2004,DEM,8616.0
Houston,144,2004,REP,8720.0
Houston,144,2006,DEM,8230.0
Houston,144,2006,REP,861.0
Houston,144,2008,DEM,4164.16
Houston,144,2008,REP,5810.0
Houston,144,2010,DEM,10450.0
Houston,144,2010,REP,2176.0
Houston,144,2012,DEM,45961.5
Houston,144,2012,REP,4108.0
Houston,144,2014,DEM,21438.260000000002
Houston,144,2014,REP,2475.0
Houston,144,2016,DEM,57117.02
Houston,144,2016,REP,12895.0
Houston,144,2018,DEM,25822.22
Houston,144,2018,REP,3175.26
Houston,144,2020,DEM,81540.7
Houston,144,2020,REP,10557.37
Houston,144,2022,DEM,64380.77
Houston,144,2022,REP,3316.5
Houston,144,2024,DEM,85570.4
Houston,144,2024,REP,4779.95
Houston,144,2026,DEM,21168.72
Houston,144,2026,REP,2228.42
Howard,86,2000,DEM,7911.0
Howard,86,2000,REP,550.0
Howard,86,2002,DEM,3324.0
Howard,86,2002,REP,3833.0
Howard,86,2004,DEM,20580.0
Howard,86,2004,REP,3911.41
Howard,86,2006,DEM,16460.0
Howard,86,2006,REP,3052.0
Howard,86,2008,DEM,51680.0
Howard,86,2008,REP,3000.0
Howard,86,2010,DEM,102018.0
Howard,86,2010,REP,450.0
Howard,86,2012,DEM,142447.93
Howard,86,2014,DEM,39748.0
Howard,86,2014,REP,1320.0
Howard,86,2016,DEM,125741.89
Howard,86,2016,REP,100.0
Howard,86,2018,DEM,34412.33
Howard,86,2020,DEM,101824.1
Howard,86,2020,REP,1317.92
Howard,86,2022,DEM,101174.87
Howard,86,2022,REP,492.75
Howard,86,2024,DEM,110594.86
Howard,86,2024,REP,2525.0
Howard,86,2026,DEM,29287.0
Illinois Chicago,80,2004,DEM,775.0
Illinois Chicago,80,2006,DEM,1225.0
Illinois Chicago,80,2008,DEM,1000.0
Illinois Chicago,80,2008,REP,650.0
Illinois Chicago,80,2010,DEM,1015.0
Illinois Chicago,80,2010,REP,125.0
Illinois Chicago,80,2012,DEM,25994.99
Illinois Chicago,80,2014,DEM,2385.0
Illinois Chicago,80,2016,DEM,19504.46
Illinois Chicago,80,2018,DEM,17988.25
Illinois Chicago,80,2020,DEM,33375.89
Illinois Chicago,80,2022,DEM,20675.690000000002
Illinois Chicago,80,2024,DEM,21249.98
Illinois Chicago,80,2024,REP,169.1
Illinois Chicago,80,2026,DEM,19462.0
Illinois Tech,105,2000,DEM,2000.0
Illinois Tech,105,2002,DEM,800.0
Illinois Tech,105,2004,DEM,2163.0
Illinois Tech,105,2006,DEM,6235.0
Illinois Tech,105,2008,DEM,11750.0
Illinois Tech,105,2008,REP,650.0
Illinois Tech,105,2010,DEM,8825.0
Illinois Tech,105,2010,REP,250.0
Illinois Tech,105,2012,DEM,5885.0
Illinois Tech,105,2012,REP,250.0
Illinois Tech,105,2014,DEM,8522.0
Illinois Tech,105,2016,DEM,5685.0
Illinois Tech,105,2018,DEM,11560.0
Illinois Tech,105,2020,DEM,28902.97
Illinois Tech,105,2022,DEM,16515.67
Illinois Tech,105,2024,DEM,15739.0
Illinois Tech,105,2026,DEM,3629.0
Indiana,73,2000,DEM,4750.0
Indiana,73,2000,REP,1650.0
Indiana,73,2002,DEM,2750.0
Indiana,73,2002,REP,840.0
Indiana,73,2004,DEM,44478.0
Indiana,73,2004,REP,7933.67
Indiana,73,2006,DEM,27873.620000000003
Indiana,73,2006,REP,4670.0
Indiana,73,2008,DEM,42496.72
Indiana,73,2008,REP,10811.0
Indiana,73,2010,DEM,60450.06
Indiana,73,2010,REP,17337.0
Indiana,73,2012,DEM,143979.31
Indiana,73,2012,REP,22225.0
Indiana,73,2014,DEM,52587.84
Indiana,73,2014,REP,14535.0
Indiana,73,2016,DEM,121468.76
Indiana,73,2016,REP,41562.64
Indiana,73,2018,DEM,160041.2
Indiana,73,2018,REP,28107.26
Indiana,73,2020,DEM,286597.91000000003
Indiana,73,2020,REP,23657.329999999998
Indiana,73,2022,DEM,215885.79
Indiana,73,2022,REP,29873.3
Indiana,73,2024,DEM,224708.8
Indiana,73,2024,REP,10841.06
Indiana,73,2026,DEM,69051.5
Indiana,73,2026,REP,20225.84
Iowa,98,2000,DEM,3865.0
Iowa,98,2000,REP,46250.0
Iowa,98,2002,DEM,4775.0
Iowa,98,2002,REP,19250.0
Iowa,98,2004,DEM,25046.0
Iowa,98,2004,REP,8175.0
Iowa,98,2006,DEM,19977.0
Iowa,98,2006,REP,1850.0
Iowa,98,2008,DEM,35436.4
Iowa,98,2008,REP,8935.0
Iowa,98,2010,DEM,50485.25
Iowa,98,2010,REP,10650.0
Iowa,98,2012,DEM,58390.7
Iowa,98,2012,REP,13325.0
Iowa,98,2014,DEM,68087.4
Iowa,98,2014,REP,19584.0
Iowa,98,2016,DEM,99364.86
Iowa,98,2016,REP,15170.0
Iowa,98,2018,DEM,127704.5
Iowa,98,2018,REP,12626.76
Iowa,98,2020,DEM,205813.14
Iowa,98,2020,REP,34215.65
Iowa,98,2022,DEM,237520.13
Iowa,98,2022,REP,26632.49
Iowa,98,2024,DEM,179390.84
Iowa,98,2024,REP,7327.6
Iowa,98,2026,DEM,135970.66999999998
Iowa,98,2026,REP,5295.98
Iowa St,121,2000,DEM,1590.0
Iowa St,121,2000,REP,2700.0
Iowa St,121,2002,DEM,3600.0
Iowa St,121,2002,REP,2200.0
Iowa St,121,2004,DEM,11932.0
Iowa St,121,2004,REP,2691.0
Iowa St,121,2006,DEM,9420.0
Iowa St,121,2006,REP,1475.0
Iowa St,121,2008,DEM,12520.0
Iowa St,121,2008,REP,1670.0
Iowa St,121,2010,DEM,13587.75
Iowa St,121,2010,REP,3595.0
Iowa St,121,2012,DEM,26388.13
Iowa St,121,2012,REP,1887.0
Iowa St,121,2014,DEM,22739.0
Iowa St,121,2014,REP,4260.0
Iowa St,121,2016,DEM,40548.08
Iowa St,121,2016,REP,15163.0
Iowa St,121,2018,DEM,24673.22
Iowa St,121,2018,REP,1745.0
Iowa St,121,2020,DEM,114050.65
Iowa St,121,2020,REP,34254.72
Iowa St,121,2022,DEM,79273.88
Iowa St,121,2022,REP,30846.1
Iowa St,121,2024,DEM,83666.92
Iowa St,121,2024,REP,28242.02
Iowa St,121,2026,DEM,24273.239999999998
Iowa St,121,2026,REP,14757.8
James Madison,148,2004,DEM,1720.0
James Madison,148,2004,REP,240.0
James Madison,148,2008,DEM,600.0
James Madison,148,2008,REP,275.0
James Madison,148,2010,DEM,5640.0
James Madison,148,2010,REP,500.0
James Madison,148,2012,DEM,5983.0
James Madison,148,2012,REP,3780.12
James Madison,148,2014,DEM,2680.0
James Madison,148,2016,DEM,7606.85
James Madison,148,2016,REP,75.0
James Madison,148,2018,DEM,12040.0
James Madison,148,2018,REP,1000.0
James Madison,148,2020,DEM,23796.42
James Madison,148,2020,REP,1000.0
James Madison,148,2022,DEM,12997.5
James Madison,148,2022,REP,2750.0
James Madison,148,2024,DEM,16275.94
James Madison,148,2024,REP,2052.58
James Madison,148,2026,DEM,7776.75
James Madison,148,2026,REP,1000.0
Johns Hopkins,6,2000,DEM,600.0
Johns Hopkins,6,2000,REP,250.0
Johns Hopkins,6,2002,DEM,860.0
Johns Hopkins,6,2002,REP,750.0
Johns Hopkins,6,2004,DEM,31954.6
Johns Hopkins,6,2004,REP,9685.0
Johns Hopkins,6,2006,DEM,41653.0
Johns Hopkins,6,2006,REP,6701.0
Johns Hopkins,6,2008,DEM,46669.83
Johns Hopkins,6,2008,REP,31402.0
Johns Hopkins,6,2010,DEM,50277.0
Johns Hopkins,6,2010,REP,6057.0
Johns Hopkins,6,2012,DEM,85888.16
Johns Hopkins,6,2012,REP,13973.0
Johns Hopkins,6,2014,DEM,62525.97
Johns Hopkins,6,2014,REP,5885.0
Johns Hopkins,6,2016,DEM,152194.67
Johns Hopkins,6,2016,REP,7789.0
Johns Hopkins,6,2018,DEM,220617.33000000002
Johns Hopkins,6,2018,REP,10511.25
Johns Hopkins,6,2020,DEM,459182.04
Johns Hopkins,6,2020,REP,8027.74
Johns Hopkins,6,2022,DEM,233011.37
Johns Hopkins,6,2022,REP,8011.45
Johns Hopkins,6,2024,DEM,301455.71
Johns Hopkins,6,2024,REP,38500.34
Johns Hopkins,6,2026,DEM,98571.64
Johns Hopkins,6,2026,REP,3100.0
Kansas,152,2000,DEM,5000.0
Kansas,152,2000,REP,20000.0
Kansas,152,2002,DEM,1100.0
Kansas,152,2002,REP,6000.0
Kansas,152,2004,DEM,18171.75
Kansas,152,2004,REP,1970.0
Kansas,152,2006,DEM,20495.0
Kansas,152,2006,REP,3550.0
Kansas,152,2008,DEM,36350.369999999995
Kansas,152,2008,REP,6325.0
Kansas,152,2010,DEM,18488.15
Kansas,152,2010,REP,5904.0
Kansas,152,2012,DEM,29429.32
Kansas,152,2012,REP,5955.0
Kansas,152,2014,DEM,27175.38
Kansas,152,2014,REP,1750.0
Kansas,152,2016,DEM,46316.11
Kansas,152,2016,REP,4325.0
Kansas,152,2018,DEM,29651.5
Kansas,152,2018,REP,4050.0
Kansas,152,2020,DEM,95288.19
Kansas,152,2020,REP,25338.65
Kansas,152,2022,DEM,86357.84
Kansas,152,2022,REP,800.0
Kansas,152,2024,DEM,95801.32
Kansas,152,2024,REP,21675.06
Kansas,152,2026,DEM,47464.44
Kansas,152,2026,REP,3636.5099999999998
Lehigh,46,2000,REP,5250.0
Lehigh,46,2002,REP,200.0
Lehigh,46,2004,DEM,4180.0
Lehigh,46,2004,REP,3156.0
Lehigh,46,2006,DEM,2040.0
Lehigh,46,2008,DEM,1350.0
Lehigh,46,2008,REP,1250.0
Lehigh,46,2010,DEM,1685.0
Lehigh,46,2012,DEM,5640.12
Lehigh,46,2012,REP,750.0
Lehigh,46,2014,DEM,4950.08
Lehigh,46,2016,DEM,10670.58
Lehigh,46,2016,REP,500.0
Lehigh,46,2018,DEM,16131.0
Lehigh,46,2020,DEM,55476.47
Lehigh,46,2020,REP,2000.0
Lehigh,46,2022,DEM,46986.0
Lehigh,46,2022,REP,4005.0
Lehigh,46,2024,DEM,36185.69
Lehigh,46,2024,REP,5000.0
Lehigh,46,2026,DEM,9011.0
Lehigh,46,2026,REP,760.25
Loyola Chicago,132,2002,DEM,250.0
Loyola Chicago,132,2004,DEM,3362.0
Loyola Chicago,132,2006,DEM,3400.0
Loyola Chicago,132,2006,REP,525.0
Loyola Chicago,132,2008,DEM,2780.0
Loyola Chicago,132,2008,REP,250.0
Loyola Chicago,132,2010,DEM,9345.0
Loyola Chicago,132,2012,DEM,18064.75
Loyola Chicago,132,2012,REP,250.0
Loyola Chicago,132,2014,DEM,8359.95
Loyola Chicago,132,2016,DEM,25056.309999999998
Loyola Chicago,132,2016,REP,225.0
Loyola Chicago,132,2018,DEM,12284.75
Loyola Chicago,132,2020,DEM,48821.31
Loyola Chicago,132,2020,REP,525.0
Loyola Chicago,132,2022,DEM,25761.8
Loyola Chicago,132,2022,REP,100.0
Loyola Chicago,132,2024,DEM,25165.78
